@timestamp,event.action,message,process.name,process.parent.name,process.args,dll.pe.original_file_name,dll.name,file.name,registry.path,registry.value,dns.question.name,destination.address,domain.abused,domain.spamhaus.score,ipgeolocation.country.name,ipgeolocation.city.name,ipgeolocation.latitude,ipgeolocation.longitude,ipgeolocation.isp,kibana.alert.rule.threat.tactic.name,kibana.alert.rule.threat.technique.subtechnique.name
"Sep 16, 2024 @ 17:28:05.387",modification,Endpoint file event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,zAbUoM.exe.gonewiththewings,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:28:05.385",load,Endpoint DLL load event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,Klx2bivsvy8.exe,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:56.181",start,Endpoint process event,mspaint.exe,svchost.exe,C:\Windows\system32\mspaint.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:55.330",start,Endpoint process event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,C:\Users\John\137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:55.327",execution,Malware Detection Alert,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,C:\Users\John\137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:55.172",modification,Endpoint registry event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Screen Saver Pro 3.1,Screen Saver Pro 3.1,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:55.171",creation,Endpoint file event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,ScreenSaverPro.scr,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:55.170",creation,Endpoint file event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,temp.bin,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.807",modification,Endpoint registry event,zAbUoM.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\History\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.806",modification,Endpoint registry event,zAbUoM.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Cookies\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.805",modification,Endpoint registry event,zAbUoM.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Content\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.763",modification,Endpoint registry event,zAbUoM.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,UNCAsIntranet,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.763",modification,Endpoint registry event,zAbUoM.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,AutoDetect,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.762",modification,Endpoint registry event,zAbUoM.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,ProxyBypass,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.762",modification,Endpoint registry event,zAbUoM.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,IntranetName,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:54.536",load,Endpoint DLL load event,zAbUoM.exe,-,-,-,zAbUoM.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:44.530",execution,Malware Detection Alert,zAbUoM.exe,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,C:\Users\John\AppData\Local\Temp\zAbUoM.exe,-,-,zAbUoM.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:44.530",creation,Malware Detection Alert,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,explorer.exe,C:\Users\John\137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,zAbUoM.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:44.490",start,Endpoint process event,zAbUoM.exe,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,C:\Users\John\AppData\Local\Temp\zAbUoM.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:44.461",creation,Endpoint file event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,zAbUoM.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 16, 2024 @ 17:27:34.381",start,Endpoint process event,137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,explorer.exe,C:\Users\John\137fde2bb3da136cf0886186a666b14312ab5dfa6e3b2282cd1c2d973f34dba8.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:12:00.102",start,Endpoint process event,axplong.exe,svchost.exe,C:\Users\John\AppData\Local\Temp\44111dbc49\axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:12:00.099",execution,Malware Detection Alert,axplong.exe,svchost.exe,C:\Users\John\AppData\Local\Temp\44111dbc49\axplong.exe,-,-,axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:19.138",end,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, $Res, =, 0;, $Infs, =, Get-Item, -Path, ($env:WinDir, +, '\inf\*.inf');, foreach, ($Inf, in, $Infs), {, $Data, =, Get-Content, $Inf.FullName;, if, ($Data, -match, '\[defaultinstall.nt(amd64|arm|arm64|x86)\]'), {, $Res, =, 1;, break;, }, }, Write-Host, 'Final, result:',, $Res;",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:19.115",overwrite,Endpoint file event,powershell.exe,-,-,-,-,StartupProfileData-NonInteractive,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:18.950",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.Commands.Utility.dll,Microsoft.PowerShell.Commands.Utility.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:12.755",end,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, Write-Host, 'Final, result:, 1';",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:12.385",load,Endpoint DLL load event,powershell.exe,-,-,System.Configuration.Install.dll,System.Configuration.Install.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:12.215",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.Commands.Management.dll,Microsoft.PowerShell.Commands.Management.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:08.735",load,Endpoint DLL load event,powershell.exe,-,-,system.transactions.dll,System.Transactions.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:08.273",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.Security.dll,Microsoft.PowerShell.Security.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:03.488",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Configuration.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.508",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_hxdbkzyh.laz.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.506",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_qzgnv3wq.5to.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.502",load,Endpoint DLL load event,powershell.exe,-,-,system.data.dll,System.Data.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.493",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_hxdbkzyh.laz.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.487",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_qzgnv3wq.5to.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.477",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Xml.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.475",load,Endpoint DLL load event,powershell.exe,-,-,System.DirectoryServices.dll,System.DirectoryServices.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.474",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Management.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.472",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.Management.Infrastructure.dll,Microsoft.Management.Infrastructure.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.414",load,Endpoint DLL load event,powershell.exe,-,-,System.Management.Automation.dll,System.Management.Automation.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.390",load,Endpoint DLL load event,powershell.exe,-,-,Microsoft.PowerShell.ConsoleHost.dll,Microsoft.PowerShell.ConsoleHost.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.389",load,Endpoint DLL load event,powershell.exe,-,-,-,System.Core.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.387",load,Endpoint DLL load event,powershell.exe,-,-,System.dll,System.ni.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.374",load,Endpoint DLL load event,powershell.exe,-,-,clr.dll,clr.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.336",start,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, $Res, =, 0;, $Infs, =, Get-Item, -Path, ($env:WinDir, +, '\inf\*.inf');, foreach, ($Inf, in, $Infs), {, $Data, =, Get-Content, $Inf.FullName;, if, ($Data, -match, '\[defaultinstall.nt(amd64|arm|arm64|x86)\]'), {, $Res, =, 1;, break;, }, }, Write-Host, 'Final, result:',, $Res;",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.261",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_ucicxyqw.wd2.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.259",deletion,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_a3a3ywcb.a2p.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.195",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_ucicxyqw.wd2.psm1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:02.190",creation,Endpoint file event,powershell.exe,-,-,-,-,__PSScriptPolicyTest_a3a3ywcb.a2p.ps1,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:00.749",end,Endpoint process event,axplong.exe,svchost.exe,C:\Users\John\AppData\Local\Temp\44111dbc49\axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:11:00.240",load,Endpoint DLL load event,axplong.exe,-,-,-,axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:10:56.314",start,Endpoint process event,powershell.exe,CompatTelRunner.exe,"powershell.exe, -ExecutionPolicy, Restricted, -Command, Write-Host, 'Final, result:, 1';",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 22:01:01.412",creation,Endpoint file event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,axplong.job,-,-,-,-,-,-,-,-,-,-,-,Persistence,Scheduled Task
"Aug 28, 2024 @ 21:58:07.422",modification,Endpoint registry event,axplong.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,AutoDetect,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:58:07.421",modification,Endpoint registry event,axplong.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,ProxyBypass,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:58:07.421",modification,Endpoint registry event,axplong.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,IntranetName,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:58:07.421",modification,Endpoint registry event,axplong.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,UNCAsIntranet,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:58:07.396",modification,Endpoint registry event,axplong.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\History\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:58:07.395",modification,Endpoint registry event,axplong.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Cookies\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:58:07.394",modification,Endpoint registry event,axplong.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Content\CachePrefix,CachePrefix,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:58:06.860",end,Endpoint process event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,explorer.exe,C:\Users\John\29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.795",start,Endpoint process event,axplong.exe,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,C:\Users\John\AppData\Local\Temp\44111dbc49\axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.791",execution,Malware Detection Alert,axplong.exe,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,C:\Users\John\AppData\Local\Temp\44111dbc49\axplong.exe,-,-,axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.339",modification,Endpoint registry event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,IntranetName,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.339",modification,Endpoint registry event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,UNCAsIntranet,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.339",modification,Endpoint registry event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,AutoDetect,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.338",modification,Endpoint registry event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,ProxyBypass,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.212",creation,Malware Detection Alert,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,explorer.exe,C:\Users\John\29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:56.196",creation,Endpoint file event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,axplong.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:55.488",load,Endpoint DLL load event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,wtsapi32.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:51.015",creation,Endpoint file event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,axplong.job,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:50.984",load,Endpoint DLL load event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,mstask.dll,mstask.dll,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:50.149",load,Endpoint DLL load event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aug 28, 2024 @ 21:57:40.098",start,Endpoint process event,29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,explorer.exe,C:\Users\John\29db4d6bce2297d878cfef9b5ffc452dc7299a25b53219fa215cce7f7bdd3910.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:22:49.844",end,Endpoint process event,Fondue.exe,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,"C:\Windows\system32\fondue.exe, /enable-feature:NetFx3, /caller-name:mscoreei.dll",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:22:49.835",end,Endpoint process event,Fondue.exe,Fondue.exe,"C:\Windows\sysnative\FonDUE.EXE, /enable-feature:NetFx3, /caller-name:mscoreei.dll",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:22:49.828",end,Endpoint process event,OptionalFeatures.exe,Fondue.exe,"C:\Windows\system32\OptionalFeatures.EXE, /enable-feature:NetFx3, /caller-name:mscoreei.dll",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:22:00.759",end,Endpoint process event,wsqmcons.exe,svchost.exe,C:\Windows\System32\wsqmcons.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:21:58.502",start,Endpoint process event,wsqmcons.exe,svchost.exe,C:\Windows\System32\wsqmcons.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:19:34.197",start,Endpoint process event,OptionalFeatures.exe,Fondue.exe,"C:\Windows\system32\OptionalFeatures.EXE, /enable-feature:NetFx3, /caller-name:mscoreei.dll",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:19:34.139",modification,Endpoint registry event,Fondue.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,IntranetName,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:19:34.139",modification,Endpoint registry event,Fondue.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,UNCAsIntranet,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:19:34.139",modification,Endpoint registry event,Fondue.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,AutoDetect,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:19:34.138",modification,Endpoint registry event,Fondue.exe,-,-,-,-,-,HKEY_USERS\S-1-5-21-2438712759-301890551-4283054500-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,ProxyBypass,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:18:08.363",start,Endpoint process event,Fondue.exe,Fondue.exe,"C:\Windows\sysnative\FonDUE.EXE, /enable-feature:NetFx3, /caller-name:mscoreei.dll",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:18:07.332",end,Endpoint process event,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,explorer.exe,C:\Users\John\c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:18:07.129",start,Endpoint process event,Fondue.exe,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,"C:\Windows\system32\fondue.exe, /enable-feature:NetFx3, /caller-name:mscoreei.dll",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:18:06.983",load,Endpoint DLL load event,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,-,-,-,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:17:56.941",execution,Malware Detection Alert,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,explorer.exe,C:\Users\John\c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,-,-,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 23, 2024 @ 15:17:56.937",start,Endpoint process event,c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,explorer.exe,C:\Users\John\c1c2dca754085aff5214da6e196b7973da114eabc1632d077a505504d950acaf.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 15, 2024 @ 19:31:55.580",deletion,Endpoint file event,cmd.exe,-,-,-,-,jHYZko.exe,-,-,-,-,-,-,-,-,-,-,-,Defense Evasion,"Invalid Code Signature, File Deletion"
"Sep 15, 2024 @ 19:31:55.576",end,Endpoint process event,jHYZko.exe,60285015f8b5e32f20411d30b7c64d8748827409275f5a42053b307bc2ff17de.exe,C:\Users\John\AppData\Local\Temp\jHYZko.exe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Defense Evasion,"Invalid Code Signature, File Deletion"
"Sep 15, 2024 @ 19:27:30.586",end,Endpoint process event,cmd.exe,jHYZko.exe,"C:\Windows\system32\cmd.exe, /c, C:\Users\John\AppData\Local\Temp\5c5447f6.bat ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 15, 2024 @ 19:27:30.571",deletion,Endpoint file event,cmd.exe,-,-,-,-,5c5447f6.bat,-,-,-,-,-,-,-,-,-,-,-,-,-
"Sep 15, 2024 @ 19:27:30.569",deletion,Endpoint file event,cmd.exe,-,-,-,-,jHYZko.exe,-,-,-,-,-,-,-,-,-,-,-,-,-
